run_name,seed,dataset,model,beta,beta_schedule,aux_enabled,strategy,lookahead,sigma,detach_target,normalize_gradients,skip_last_aux_layers,max_epochs,train_subset,val_subset,test_subset,val_acc,val_total_loss,test_acc,test_total_loss,duration_seconds,best_checkpoint,log_dir,beta_mode,direct_hidden_target
stage2_cifar100_beta0.5_seed0,0,cifar100,vit,0.5,,True,gaussian,2,1.0,True,False,,4,0.1,1.0,1.0,0.050599999725818634,2.1792006492614746,0.05380000174045563,2.187591791152954,55.600595235824585,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_cifar100_beta0.5_seed0\best.ckpt,results\lightning_logs\stage2_cifar100_beta0.5_seed0,,
stage2_cifar100_beta0.6_seed0,0,cifar100,vit,0.6,,True,gaussian,2,1.0,True,False,,4,0.1,1.0,1.0,0.04540000110864639,1.7821767330169678,0.04520000144839287,1.7902283668518066,54.97963261604309,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_cifar100_beta0.6_seed0\best.ckpt,results\lightning_logs\stage2_cifar100_beta0.6_seed0,,
stage2_cifar100_beta0.7_seed0,0,cifar100,vit,0.7,,True,gaussian,2,1.0,True,False,,4,0.1,1.0,1.0,0.024000000208616257,1.4452459812164307,0.02979999966919422,1.4448893070220947,55.56229901313782,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_cifar100_beta0.7_seed0\best.ckpt,results\lightning_logs\stage2_cifar100_beta0.7_seed0,,
stage2_cifar100_beta0.8_seed0,0,cifar100,vit,0.8,,True,gaussian,2,1.0,True,False,,4,0.1,1.0,1.0,0.027400000020861626,0.9525385499000549,0.031099999323487282,0.9554387927055359,54.672367334365845,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_cifar100_beta0.8_seed0\best.ckpt,results\lightning_logs\stage2_cifar100_beta0.8_seed0,,
stage2_cifar100_beta0.9_seed0,0,cifar100,vit,0.9,,True,gaussian,2,1.0,True,False,,4,0.1,1.0,1.0,0.015599999576807022,0.6752398014068604,0.017500000074505806,0.6888889670372009,54.92616415023804,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_cifar100_beta0.9_seed0\best.ckpt,results\lightning_logs\stage2_cifar100_beta0.9_seed0,,
stage2_cifar100_beta1.0_seed0,0,cifar100,vit,1.0,,True,gaussian,2,1.0,True,False,,4,0.1,1.0,1.0,0.009800000116229057,0.033333320170640945,0.009999999776482582,0.03375489264726639,55.49236845970154,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_cifar100_beta1.0_seed0\best.ckpt,results\lightning_logs\stage2_cifar100_beta1.0_seed0,,
stage2_mnist_beta0.0_seed0,0,mnist,mlp,0.0,,False,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.978600025177002,0.07991117238998413,0.9783999919891357,0.07054320722818375,117.48047924041748,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.0_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.0_seed0,,
stage2_mnist_beta0.0_seed1,1,mnist,mlp,0.0,,False,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9761999845504761,0.08080651611089706,0.9764000177383423,0.07676727324724197,122.96940612792969,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.0_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.0_seed1,,
stage2_mnist_beta0.1_seed0,0,mnist,mlp,0.1,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.977400004863739,0.07039360702037811,0.9757999777793884,0.07237279415130615,134.00343823432922,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.1_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.1_seed0,,
stage2_mnist_beta0.1_seed1,1,mnist,mlp,0.1,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9764999747276306,0.06991198658943176,0.9787999987602234,0.0636897087097168,139.2929573059082,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.1_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.1_seed1,,
stage2_mnist_beta0.2_seed0,0,mnist,mlp,0.2,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9783999919891357,0.06082706153392792,0.9789999723434448,0.05972032621502876,142.9936716556549,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.2_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.2_seed0,,
stage2_mnist_beta0.2_seed1,1,mnist,mlp,0.2,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9771000146865845,0.06525899469852448,0.9779000282287598,0.059365879744291306,141.2218782901764,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.2_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.2_seed1,,
stage2_mnist_beta0.3_seed0,0,mnist,mlp,0.3,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9775999784469604,0.0572393499314785,0.9775000214576721,0.05416010692715645,138.7687156200409,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.3_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.3_seed0,,
stage2_mnist_beta0.3_seed1,1,mnist,mlp,0.3,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9796000123023987,0.05446174368262291,0.9790999889373779,0.05120958760380745,136.71790504455566,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.3_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.3_seed1,,
stage2_mnist_beta0.4_seed0,0,mnist,mlp,0.4,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9790999889373779,0.04862260818481445,0.978600025177002,0.045371755957603455,132.64568901062012,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.4_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.4_seed0,,
stage2_mnist_beta0.4_seed1,1,mnist,mlp,0.4,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.978600025177002,0.050301600247621536,0.979200005531311,0.045814819633960724,133.75388503074646,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.4_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.4_seed1,,
stage2_mnist_beta0.5_seed0,0,mnist,mlp,0.5,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9776999950408936,0.043043043464422226,0.9776999950408936,0.04121668264269829,134.4634611606598,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.5_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.5_seed0,,
stage2_mnist_beta0.5_seed1,1,mnist,mlp,0.5,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9786999821662903,0.04287807270884514,0.9772999882698059,0.04204871132969856,129.82009315490723,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.5_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.5_seed1,,
stage2_mnist_beta0.6_seed0,0,mnist,mlp,0.6,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9768999814987183,0.03810557723045349,0.977400004863739,0.035476092249155045,127.88189649581909,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.6_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.6_seed0,,
stage2_mnist_beta0.6_seed1,1,mnist,mlp,0.6,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9782999753952026,0.03679729625582695,0.9779000282287598,0.03513950854539871,131.71602630615234,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.6_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.6_seed1,,
stage2_mnist_beta0.7_seed0,0,mnist,mlp,0.7,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9787999987602234,0.02805735543370247,0.9783999919891357,0.0264174472540617,128.5743923187256,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.7_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.7_seed0,,
stage2_mnist_beta0.7_seed1,1,mnist,mlp,0.7,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9783999919891357,0.028849918395280838,0.9794999957084656,0.026140419766306877,133.79424405097961,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.7_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.7_seed1,,
stage2_mnist_beta0.8_seed0,0,mnist,mlp,0.8,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9765999913215637,0.0223823394626379,0.9783999919891357,0.02076767198741436,136.07495069503784,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.8_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.8_seed0,,
stage2_mnist_beta0.8_seed1,1,mnist,mlp,0.8,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9761000275611877,0.023387908935546875,0.9801999926567078,0.021100478246808052,128.4525420665741,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.8_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.8_seed1,,
stage2_mnist_beta0.9_seed0,0,mnist,mlp,0.9,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9697999954223633,0.018991928547620773,0.9692000150680542,0.01855345070362091,128.67890548706055,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.9_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta0.9_seed0,,
stage2_mnist_beta0.9_seed1,1,mnist,mlp,0.9,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.9700999855995178,0.01898949034512043,0.9745000004768372,0.017612013965845108,125.14010286331177,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta0.9_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta0.9_seed1,,
stage2_mnist_beta1.0_seed0,0,mnist,mlp,1.0,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.11640000343322754,0.004896950908005238,0.11349999904632568,0.004891753196716309,120.71281743049622,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta1.0_seed0\best.ckpt,results\lightning_logs\stage2_mnist_beta1.0_seed0,,
stage2_mnist_beta1.0_seed1,1,mnist,mlp,1.0,,True,gaussian,2,1.0,True,False,,8,1.0,1.0,1.0,0.10050000250339508,0.01786353997886181,0.0982000008225441,0.017803585156798363,121.33252453804016,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage2_mnist_beta1.0_seed1\best.ckpt,results\lightning_logs\stage2_mnist_beta1.0_seed1,,
stage3_ag_news_beta0.0_seed0,0,ag_news,text_transformer,0.0,,False,gaussian,2,1.0,True,False,,3,0.05,0.5,0.5,0.737500011920929,0.7019991874694824,0.725789487361908,0.7279645800590515,246.14807319641113,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage3_ag_news_beta0.0_seed0\best.ckpt,results\lightning_logs\stage3_ag_news_beta0.0_seed0,,
stage3_ag_news_beta0.0_seed1,1,ag_news,text_transformer,0.0,,False,gaussian,2,1.0,True,False,,3,0.05,0.5,0.5,0.7391666769981384,0.6981050372123718,0.7284210324287415,0.7106015086174011,242.73789477348328,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage3_ag_news_beta0.0_seed1\best.ckpt,results\lightning_logs\stage3_ag_news_beta0.0_seed1,,
stage3_ag_news_beta0.1_seed0,0,ag_news,text_transformer,0.1,,True,gaussian,2,1.0,True,False,,3,0.05,0.5,0.5,0.7546666860580444,0.6233892440795898,0.7373684048652649,0.652496874332428,248.0945107936859,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage3_ag_news_beta0.1_seed0\best.ckpt,results\lightning_logs\stage3_ag_news_beta0.1_seed0,,
stage3_ag_news_beta0.1_seed1,1,ag_news,text_transformer,0.1,,True,gaussian,2,1.0,True,False,,3,0.05,0.5,0.5,0.7301666736602783,0.6665882468223572,0.7276315689086914,0.6729593873023987,248.64506340026855,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage3_ag_news_beta0.1_seed1\best.ckpt,results\lightning_logs\stage3_ag_news_beta0.1_seed1,,
stage3_ag_news_beta0.2_seed0,0,ag_news,text_transformer,0.2,,True,gaussian,2,1.0,True,False,,3,0.05,0.5,0.5,0.7561666369438171,0.5632009506225586,0.7431579232215881,0.5863425135612488,248.5490288734436,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage3_ag_news_beta0.2_seed0\best.ckpt,results\lightning_logs\stage3_ag_news_beta0.2_seed0,,
stage3_ag_news_beta0.2_seed1,1,ag_news,text_transformer,0.2,,True,gaussian,2,1.0,True,False,,3,0.05,0.5,0.5,0.7306666374206543,0.6054946184158325,0.7347368597984314,0.608293354511261,248.89276337623596,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage3_ag_news_beta0.2_seed1\best.ckpt,results\lightning_logs\stage3_ag_news_beta0.2_seed1,,
stage4_dbpedia_beta0.0_seed0,0,dbpedia_14,text_transformer,0.0,,False,gaussian,2,1.0,True,False,,2,0.02,0.1,0.1,0.8762500286102295,0.3956948518753052,0.8718571662902832,0.3888339400291443,291.9727690219879,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage4_dbpedia_beta0.0_seed0\best.ckpt,results\lightning_logs\stage4_dbpedia_beta0.0_seed0,,
stage4_dbpedia_beta0.0_seed1,1,dbpedia_14,text_transformer,0.0,,False,gaussian,2,1.0,True,False,,2,0.02,0.1,0.1,0.8612499833106995,0.4411928057670593,0.8575714230537415,0.4478711187839508,253.4021074771881,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage4_dbpedia_beta0.0_seed1\best.ckpt,results\lightning_logs\stage4_dbpedia_beta0.0_seed1,,
stage4_dbpedia_beta0.2_seed0,0,dbpedia_14,text_transformer,0.2,,True,gaussian,2,1.0,True,False,,2,0.02,0.1,0.1,0.8817856907844543,0.31848031282424927,0.883571445941925,0.32102593779563904,254.45274353027344,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage4_dbpedia_beta0.2_seed0\best.ckpt,results\lightning_logs\stage4_dbpedia_beta0.2_seed0,,
stage4_dbpedia_beta0.2_seed1,1,dbpedia_14,text_transformer,0.2,,True,gaussian,2,1.0,True,False,,2,0.02,0.1,0.1,0.8580357432365417,0.3834711015224457,0.8604285717010498,0.37927818298339844,249.54621124267578,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\stage4_dbpedia_beta0.2_seed1\best.ckpt,results\lightning_logs\stage4_dbpedia_beta0.2_seed1,,
cifar100_direct_profile1e_seed0,0,cifar100,vit,0.5,constant,True,output,1,1.0,True,False,0,1,1.0,1.0,1.0,0.00839999970048666,1854.3543701171875,0.009999999776482582,1854.614990234375,804.6448931694031,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_profile1e_seed0\best.ckpt,results\lightning_logs\cifar100_direct_profile1e_seed0,odds_ratio_balanced,True
cifar100_direct_profile1e_v2_seed0,0,cifar100,vit,0.5,constant,True,output,1,1.0,True,False,0,1,1.0,1.0,1.0,0.00839999970048666,1506.6458740234375,0.009999999776482582,1505.7548828125,801.1081280708313,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_profile1e_v2_seed0\best.ckpt,results\lightning_logs\cifar100_direct_profile1e_v2_seed0,odds_ratio_balanced,True
cifar100_direct_small_profile1e_seed0,0,cifar100,vit,0.5,constant,True,output,1,1.0,True,False,0,1,1.0,1.0,1.0,0.01640000008046627,8.463115692138672,0.016200000420212746,8.906347274780273,411.87628173828125,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_small_profile1e_seed0\best.ckpt,results\lightning_logs\cifar100_direct_small_profile1e_seed0,odds_ratio_balanced,True
cifar100_direct_small_baseline1e_seed0,0,cifar100,vit,0.0,constant,False,fixed,1,1.0,False,False,0,1,1.0,1.0,1.0,0.11819999665021896,3.9284160137176514,0.12639999389648438,3.931950807571411,401.84180784225464,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_small_baseline1e_seed0\best.ckpt,results\lightning_logs\cifar100_direct_small_baseline1e_seed0,convex,False
cifar100_direct_small_output_beta0.1_seed0,0,cifar100,vit,0.1,constant,True,output,1,1.0,True,False,0,1,1.0,1.0,1.0,0.01080000028014183,5.026780128479004,0.011699999682605267,5.026037693023682,400.77601647377014,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_small_output_beta0.1_seed0\best.ckpt,results\lightning_logs\cifar100_direct_small_output_beta0.1_seed0,odds_ratio_balanced,True
cifar100_direct_small_gradnorm_beta0.5_seed0,0,cifar100,vit,0.5,constant,True,output,1,1.0,True,True,0,1,1.0,1.0,1.0,0.03280000016093254,2.225398063659668,0.032499998807907104,2.224862813949585,446.3709063529968,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_small_gradnorm_beta0.5_seed0\best.ckpt,results\lightning_logs\cifar100_direct_small_gradnorm_beta0.5_seed0,convex,True
cifar100_direct_small_gradshare_beta0.1_fixed1_seed0,0,cifar100,vit,0.1,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.10679999738931656,3.594099521636963,0.11020000278949738,3.5910422801971436,382.09714555740356,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_small_gradshare_beta0.1_fixed1_seed0\best.ckpt,results\lightning_logs\cifar100_direct_small_gradshare_beta0.1_fixed1_seed0,gradient_share,True
cifar100_direct_small_gradshare_beta0.5_fixed1_seed0,0,cifar100,vit,0.5,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.02879999950528145,2.262968063354492,0.029899999499320984,2.263404607772827,433.5788938999176,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_small_gradshare_beta0.5_fixed1_seed0\best.ckpt,results\lightning_logs\cifar100_direct_small_gradshare_beta0.5_fixed1_seed0,gradient_share,True
cifar100_direct_small_gradshare_beta0.1_fixed1_skip2_seed0,0,cifar100,vit,0.1,constant,True,fixed,1,1.0,True,False,2,1,1.0,1.0,1.0,0.10939999669790268,3.5855867862701416,0.11569999903440475,3.5834708213806152,433.2165665626526,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_small_gradshare_beta0.1_fixed1_skip2_seed0\best.ckpt,results\lightning_logs\cifar100_direct_small_gradshare_beta0.1_fixed1_skip2_seed0,gradient_share,True
cifar100_direct_hidden_baseline_seed0,0,cifar100,vit,0.0,constant,False,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.11819999665021896,3.9284026622772217,0.1264999955892563,3.9319379329681396,389.86137771606445,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_baseline_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_baseline_seed0,gradient_share,True
cifar100_direct_hidden_strategy_fixed1_seed0,0,cifar100,vit,0.1,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.10679999738931656,3.594099521636963,0.11020000278949738,3.5910422801971436,454.23432540893555,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_strategy_fixed1_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_strategy_fixed1_seed0,gradient_share,True
cifar100_direct_hidden_strategy_fixed2_seed0,0,cifar100,vit,0.1,constant,True,fixed,2,1.0,True,False,0,1,1.0,1.0,1.0,0.10580000281333923,3.59879207611084,0.11089999973773956,3.594468832015991,448.911509513855,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_strategy_fixed2_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_strategy_fixed2_seed0,gradient_share,True
cifar100_direct_hidden_strategy_gaussian_seed0,0,cifar100,vit,0.1,constant,True,gaussian,2,1.0,True,False,0,1,1.0,1.0,1.0,0.10499999672174454,3.596221923828125,0.11089999973773956,3.5922129154205322,475.52352023124695,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_strategy_gaussian_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_strategy_gaussian_seed0,gradient_share,True
cifar100_direct_hidden_strategy_uniform_seed0,0,cifar100,vit,0.1,constant,True,uniform,1,1.0,True,False,0,1,1.0,1.0,1.0,0.10599999874830246,3.595360517501831,0.11079999804496765,3.5914909839630127,463.04428124427795,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_strategy_uniform_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_strategy_uniform_seed0,gradient_share,True
cifar100_direct_hidden_strategy_output_seed0,0,cifar100,vit,0.1,constant,True,output,1,1.0,True,False,0,1,1.0,1.0,1.0,0.10679999738931656,3.5965354442596436,0.11180000007152557,3.5930473804473877,409.4547770023346,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_strategy_output_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_strategy_output_seed0,gradient_share,True
cifar100_direct_hidden_strategy_exp_seed0,0,cifar100,vit,0.1,constant,True,exponential,2,1.0,True,False,0,1,1.0,1.0,1.0,0.10559999942779541,3.5953218936920166,0.11129999905824661,3.591461420059204,469.60672664642334,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_strategy_exp_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_strategy_exp_seed0,gradient_share,True
cifar100_direct_hidden_beta0.1_seed0,0,cifar100,vit,0.1,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.10679999738931656,3.594099521636963,0.11020000278949738,3.5910422801971436,448.99719190597534,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.1_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.1_seed0,gradient_share,True
cifar100_direct_hidden_beta0.2_seed0,0,cifar100,vit,0.2,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.08100000023841858,3.296525001525879,0.08389999717473984,3.2937710285186768,449.50202441215515,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.2_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.2_seed0,gradient_share,True
cifar100_direct_hidden_beta0.3_seed0,0,cifar100,vit,0.3,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.061799999326467514,2.9778449535369873,0.06350000202655792,2.979891777038574,449.7593741416931,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.3_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.3_seed0,gradient_share,True
cifar100_direct_hidden_beta0.4_seed0,0,cifar100,vit,0.4,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.039400000125169754,2.6487157344818115,0.03799999877810478,2.646784543991089,459.07171750068665,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.4_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.4_seed0,gradient_share,True
cifar100_direct_hidden_beta0.5_seed0,0,cifar100,vit,0.5,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.02879999950528145,2.262968063354492,0.029899999499320984,2.263404607772827,485.8146023750305,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.5_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.5_seed0,gradient_share,True
cifar100_direct_hidden_beta0.6_seed0,0,cifar100,vit,0.6,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.020800000056624413,1.8124583959579468,0.0284000001847744,1.808532476425171,469.0426940917969,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.6_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.6_seed0,gradient_share,True
cifar100_direct_hidden_beta0.7_seed0,0,cifar100,vit,0.7,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.019600000232458115,1.3981585502624512,0.019500000402331352,1.3989651203155518,465.7017288208008,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.7_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.7_seed0,gradient_share,True
cifar100_direct_hidden_beta0.8_seed0,0,cifar100,vit,0.8,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.01979999989271164,1.0078157186508179,0.018699999898672104,1.0080195665359497,461.1457710266113,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.8_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.8_seed0,gradient_share,True
cifar100_direct_hidden_beta0.9_seed0,0,cifar100,vit,0.9,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.012000000104308128,0.46606895327568054,0.010300000198185444,0.4660520851612091,459.95465874671936,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta0.9_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta0.9_seed0,gradient_share,True
cifar100_direct_hidden_beta1.0_seed0,0,cifar100,vit,1.0,constant,True,fixed,1,1.0,True,False,0,1,1.0,1.0,1.0,0.005400000140070915,0.02381168305873871,0.00570000009611249,0.020883673802018166,460.4804723262787,C:\Users\DavWi\Main\Projekte\greedy_auxiliary_loss\results\checkpoints\cifar100_direct_hidden_beta1.0_seed0\best.ckpt,results\lightning_logs\cifar100_direct_hidden_beta1.0_seed0,gradient_share,True
